El largo es: 8337



Ordenado por Inserción
hexarray[146] = 85000000
hexarray[147] = 85000000
hexarray[148] = 85000000
hexarray[149] = 85000000
hexarray[150] = 85000000
hexarray[151] = 85000000
hexarray[152] = 85000000
hexarray[153] = 85000000
hexarray[154] = 85000000
hexarray[155] = 85000000
hexarray[156] = 85000007
hexarray[157] = 85000023
hexarray[158] = 8500002E
hexarray[159] = 85000045
hexarray[160] = 850000B7
hexarray[161] = 85008900
hexarray[162] = 85009B9D
hexarray[163] = 85100000
hexarray[164] = 8530FD00
hexarray[165] = 85740000
hexarray[166] = 85B36A00
hexarray[167] = 85C10020
hexarray[168] = 85C80000
hexarray[169] = 85EDFA00
hexarray[170] = 86000000
hexarray[171] = 86000000
hexarray[172] = 86000000
hexarray[173] = 86000000
hexarray[174] = 86000000
hexarray[175] = 86000000
hexarray[176] = 86000000
hexarray[177] = 86000000
hexarray[178] = 86000000
hexarray[179] = 86000000
hexarray[180] = 86000000
hexarray[181] = 86000000
hexarray[182] = 86000000
hexarray[183] = 86000000
hexarray[184] = 86000000
hexarray[185] = 86000006
hexarray[186] = 86000030
hexarray[187] = 86000082
hexarray[188] = 860000E3
hexarray[189] = 8600E5EE
hexarray[190] = 86770000
hexarray[191] = 86790000
hexarray[192] = 867B0000
hexarray[193] = 867C0000
hexarray[194] = 86C60000
hexarray[195] = 86C66800
hexarray[196] = 86E92E00
hexarray[197] = 87000000
hexarray[198] = 87000000
hexarray[199] = 87000000
hexarray[200] = 87000000
hexarray[201] = 87000000
hexarray[202] = 87000000
hexarray[203] = 87000000
hexarray[204] = 87000000
hexarray[205] = 8700008B
hexarray[206] = 870000F7
hexarray[207] = 870039EB
hexarray[208] = 8700CDAF
hexarray[209] = 87076A00
hexarray[210] = 8738BD9A
hexarray[211] = 873C0000
hexarray[212] = 876A2F00
hexarray[213] = 877A00F3
hexarray[214] = 877D0000
hexarray[215] = 87CC0000
hexarray[216] = 87CE0000
hexarray[217] = 88000000
hexarray[218] = 88000000
hexarray[219] = 88000000
hexarray[220] = 88000000
hexarray[221] = 88000000
hexarray[222] = 88000000
hexarray[223] = 88000000
hexarray[224] = 88000000
hexarray[225] = 88000000
hexarray[226] = 88000000
hexarray[227] = 88000000
hexarray[228] = 88000000
hexarray[229] = 88000000
hexarray[230] = 8800000E
hexarray[231] = 88000024
hexarray[232] = 8800006A
hexarray[233] = 88000090
hexarray[234] = 880000AF
hexarray[235] = 880000B7
hexarray[236] = 880000D5
hexarray[237] = 8800CBEE
hexarray[238] = 88150000
hexarray[239] = 88390000
hexarray[240] = 883901EA
hexarray[241] = 883A0000
hexarray[242] = 887DBE00
hexarray[243] = 88A80000
hexarray[244] = 88B6FA00
hexarray[245] = 88C20000
hexarray[246] = 88C70000
hexarray[247] = 89000000
hexarray[248] = 89000000
hexarray[249] = 89000000
hexarray[250] = 89000000
hexarray[251] = 89000000
hexarray[252] = 89000000
hexarray[253] = 89000000
hexarray[254] = 89000000
hexarray[255] = 89000000
hexarray[256] = 89000000
hexarray[257] = 89000000
hexarray[258] = 89000000
hexarray[259] = 89008E1A
hexarray[260] = 8910FA00
hexarray[261] = 89610000
hexarray[262] = 89710000
hexarray[263] = 897F6B00
hexarray[264] = 89C10000
hexarray[265] = 89C20078
hexarray[266] = 89C90000
hexarray[267] = 8A000000
hexarray[268] = 8A000000
hexarray[269] = 8A000000
hexarray[270] = 8A000000
hexarray[271] = 8A000000
hexarray[272] = 8A000000
hexarray[273] = 8A310094
hexarray[274] = 8ACF0000
hexarray[275] = 8B000000
hexarray[276] = 8B000000
hexarray[277] = 8B000000
hexarray[278] = 8B000000
hexarray[279] = 8B000000
hexarray[280] = 8B000000
hexarray[281] = 8B000000
hexarray[282] = 8B0000F7
hexarray[283] = 8B00619F
hexarray[284] = 8B2ABF00
hexarray[285] = 8B38BD00
hexarray[286] = 8C000000
hexarray[287] = 8C000000
hexarray[288] = 8C000000
hexarray[289] = 8C000000
hexarray[290] = 8C000000
hexarray[291] = 8C000000
hexarray[292] = 8C000000
hexarray[293] = 8C000000
hexarray[294] = 8C000000
hexarray[295] = 8C000000
hexarray[296] = 8C000085
hexarray[297] = 8C0000A0
hexarray[298] = 8C0000CD
hexarray[299] = 8C00FFAE
hexarray[300] = 8C330000
hexarray[301] = 8C710000
hexarray[302] = 8C730000
hexarray[303] = 8CCA0000
hexarray[304] = 8CDA2F00
hexarray[305] = 8D000000
hexarray[306] = 8D000000
hexarray[307] = 8D000000
hexarray[308] = 8D000000
hexarray[309] = 8D000000
hexarray[310] = 8D000000
hexarray[311] = 8D000000
hexarray[312] = 8D000000
hexarray[313] = 8D000000
hexarray[314] = 8D000036
hexarray[315] = 8D0000CC
hexarray[316] = 8D0000D2
hexarray[317] = 8D3C0000
hexarray[318] = 8DC040E4
hexarray[319] = 8DC1B200
hexarray[320] = 8E000000
hexarray[321] = 8E000000
hexarray[322] = 8E000000
hexarray[323] = 8E000000
hexarray[324] = 8E000000
hexarray[325] = 8E000000
hexarray[326] = 8E000000
hexarray[327] = 8E000000
hexarray[328] = 8E000000
hexarray[329] = 8E000000
hexarray[330] = 8E000000
hexarray[331] = 8E000000
hexarray[332] = 8E000000
hexarray[333] = 8E000040
hexarray[334] = 8E000082
hexarray[335] = 8E00BAEF
hexarray[336] = 8E3F0000
hexarray[337] = 8E710000
hexarray[338] = 8E740000
hexarray[339] = 8E750000
hexarray[340] = 8E790000
hexarray[341] = 8F000000
hexarray[342] = 8F000000
hexarray[343] = 8F000000
hexarray[344] = 8F000000
hexarray[345] = 8F000000
hexarray[346] = 8F000000
hexarray[347] = 8F000000
hexarray[348] = 8F000000
hexarray[349] = 8F000000
hexarray[350] = 8F000000
hexarray[351] = 8F000027
hexarray[352] = 8F00005C
hexarray[353] = 8F000096
hexarray[354] = 8F710000
hexarray[355] = 8F720000
hexarray[356] = 8F790000
hexarray[357] = 8FC3F800
hexarray[358] = 8FCE0000
hexarray[359] = 9072005A
hexarray[360] = 90760050
hexarray[361] = 90C20000
hexarray[362] = 90C60000
hexarray[363] = 91320000
hexarray[364] = 91340000
hexarray[365] = 913600E3
hexarray[366] = 91CF0000
hexarray[367] = 933D0000
hexarray[368] = 937E0000
hexarray[369] = 94320029
hexarray[370] = 94362F00
hexarray[371] = 94C20000
hexarray[372] = 94C200F2
hexarray[373] = 94C36600
hexarray[374] = 950000B7
hexarray[375] = 9532285F
hexarray[376] = 95743198
hexarray[377] = 95770033
hexarray[378] = 95C10000
hexarray[379] = 95CF0000
hexarray[380] = 96390000
hexarray[381] = 96C50000
hexarray[382] = 96C9E600
hexarray[383] = 96CD0000
hexarray[384] = 977C0000
hexarray[385] = 977F0000
hexarray[386] = 983A0000
hexarray[387] = 98750000
hexarray[388] = 99000076
hexarray[389] = 993070E9
hexarray[390] = 9A0000B1
hexarray[391] = 9A327F19
hexarray[392] = 9A732400
hexarray[393] = 9A770000
hexarray[394] = 9AC90000
hexarray[395] = 9B306300
hexarray[396] = 9B740000
hexarray[397] = 9B7A0000
hexarray[398] = 9BC0AA00
hexarray[399] = 9BC40000
hexarray[400] = 9BC6A01A
hexarray[401] = 9BC9FC00
hexarray[402] = 9C000000
hexarray[403] = 9C00005F
hexarray[404] = 9C32061B
hexarray[405] = 9C7200A4
hexarray[406] = 9D7A0000
hexarray[407] = 9DC02700
hexarray[408] = 9DCB97AE
hexarray[409] = 9E346800
hexarray[410] = 9E710000
hexarray[411] = 9EC000FB
hexarray[412] = 9EC20000
hexarray[413] = 9EC90000
hexarray[414] = 9F380000
hexarray[415] = 9F736700
hexarray[416] = A0360000
hexarray[417] = A03A0000
hexarray[418] = A072F95E
hexarray[419] = A0C1007F
hexarray[420] = A0C13E00
hexarray[421] = A10000B8
hexarray[422] = A1C50097
hexarray[423] = A1CE0000
hexarray[424] = A200000A
hexarray[425] = A2C8935F
hexarray[426] = A300007D
hexarray[427] = A30000C8
hexarray[428] = A3360000
hexarray[429] = A3370000
hexarray[430] = A3CC0000
hexarray[431] = A4000098
hexarray[432] = A4760000
hexarray[433] = A4790000
hexarray[434] = A532F500
hexarray[435] = A537FB00
hexarray[436] = A53E0000
hexarray[437] = A5C3885A
hexarray[438] = A6000092
hexarray[439] = A6300045
hexarray[440] = A6350000
hexarray[441] = A67067E9
hexarray[442] = A67D0000
hexarray[443] = A7715498
hexarray[444] = A7C60000
hexarray[445] = A7C90000
hexarray[446] = A8306B00
hexarray[447] = A8354C98
hexarray[448] = A8356618
hexarray[449] = A8752800
hexarray[450] = A8C00000
hexarray[451] = A8C10000
hexarray[452] = A90000F3
hexarray[453] = A93AF3ED
hexarray[454] = AA3000E9
hexarray[455] = AA780000
hexarray[456] = AAC50000
hexarray[457] = AAC76D00
hexarray[458] = AB000096
hexarray[459] = AB3B0000
hexarray[460] = AB710000
hexarray[461] = ABC200CF
hexarray[462] = ABCA0000
hexarray[463] = AC000055
hexarray[464] = AC310000
hexarray[465] = AC390000
hexarray[466] = AC7100CA
hexarray[467] = AC71BAEB
hexarray[468] = ACC50000
hexarray[469] = AD340000
hexarray[470] = AE0000BA
hexarray[471] = AEC253E3
hexarray[472] = AEC30000
hexarray[473] = AECA0000
hexarray[474] = AF000000
hexarray[475] = AF70008D
hexarray[476] = AF740000
hexarray[477] = AFC70000
hexarray[478] = B03A0055
hexarray[479] = B03D0000
hexarray[480] = B0720000
hexarray[481] = B0756AA6
hexarray[482] = B0770000
hexarray[483] = B1320000
hexarray[484] = B1340000
hexarray[485] = B1358FA6
hexarray[486] = B174EBAB
hexarray[487] = B2000044
hexarray[488] = B23A0000
hexarray[489] = B2770000
hexarray[490] = B3310096
hexarray[491] = B33100C2
hexarray[492] = B33A0000
hexarray[493] = B33F0000
hexarray[494] = B3720000
hexarray[495] = B3772800
hexarray[496] = B3C000D8
hexarray[497] = B3C10009
hexarray[498] = B3CC0000
hexarray[499] = B433005B
hexarray[500] = B4728FE5
hexarray[501] = B4760000
hexarray[502] = B4C20000
hexarray[503] = B4CC0000
hexarray[504] = B50000A1
hexarray[505] = B5310000
hexarray[506] = B5320000
hexarray[507] = B5730000
hexarray[508] = B5740000
hexarray[509] = B5760000
hexarray[510] = B5C40000
hexarray[511] = B60000D1
hexarray[512] = B63531EA
hexarray[513] = B6C10000
hexarray[514] = B6C10000
hexarray[515] = B6C40000
hexarray[516] = B77C0000
hexarray[517] = B7C00000
hexarray[518] = B83AFC00
hexarray[519] = B8790000
hexarray[520] = B9000011
hexarray[521] = B93D0000
hexarray[522] = B97AFC00
hexarray[523] = B9C500F2
hexarray[524] = BA330000
hexarray[525] = BA330000
hexarray[526] = BA380074
hexarray[527] = BA3C0000
hexarray[528] = BAC16600
hexarray[529] = BAC90000
hexarray[530] = BB3A6BBB
hexarray[531] = BBCA0000
hexarray[532] = BBCA0000
hexarray[533] = BC3173EA
hexarray[534] = BD310000
hexarray[535] = BD31C7AE
hexarray[536] = BD320000
hexarray[537] = BD380000
hexarray[538] = BD3A0000
hexarray[539] = BDC22900
hexarray[540] = BE320000
hexarray[541] = BE322700
hexarray[542] = BE710000
hexarray[543] = BF760000
hexarray[544] = BFC7BE00
hexarray[545] = C0CB0000
hexarray[546] = C1376A00
hexarray[547] = C1C70000
hexarray[548] = C2000015
hexarray[549] = C2770002
hexarray[550] = C2790058
hexarray[551] = C2C22EEB
hexarray[552] = C33B0000
hexarray[553] = C3720000
hexarray[554] = C37200F7
hexarray[555] = C3C50000
hexarray[556] = C3C70000
hexarray[557] = C3C80000
hexarray[558] = C4320000
hexarray[559] = C4360001
hexarray[560] = C47B0000
hexarray[561] = C530B610
hexarray[562] = C5310000
hexarray[563] = C5710000
hexarray[564] = C5C30000
hexarray[565] = C5C40000
hexarray[566] = C6730000
hexarray[567] = C67B0000
hexarray[568] = C6C70000
hexarray[569] = C73101A8
hexarray[570] = C8340000
hexarray[571] = C8370000
hexarray[572] = C8C20000
hexarray[573] = C8C7FF00
hexarray[574] = C9715913
hexarray[575] = C9780034
hexarray[576] = C9C60000
hexarray[577] = CA390000
hexarray[578] = CAC60000
hexarray[579] = CB7470EA
hexarray[580] = CB7D0000
hexarray[581] = CC34F55D
hexarray[582] = CCC76D00
hexarray[583] = CCC80045
hexarray[584] = CCC80086
hexarray[585] = CD33B355
hexarray[586] = CE37BC00
hexarray[587] = CE760000
hexarray[588] = CE770000
hexarray[589] = CEC60000
hexarray[590] = CF000032
hexarray[591] = CF3129A8
hexarray[592] = CF3F0000
hexarray[593] = CF740000
hexarray[594] = D0000000
hexarray[595] = D0000000
hexarray[596] = D0000000
hexarray[597] = D0000000
hexarray[598] = D0000000
hexarray[599] = D0000000
hexarray[600] = D0000000
hexarray[601] = D0000000
hexarray[602] = D0000000
hexarray[603] = D0000000
hexarray[604] = D0000000
hexarray[605] = D0000000
hexarray[606] = D0000000
hexarray[607] = D0000000
hexarray[608] = D0000000
hexarray[609] = D0000000
hexarray[610] = D0000000
hexarray[611] = D0000000
hexarray[612] = D0000000
hexarray[613] = D000003A
hexarray[614] = D000004C
hexarray[615] = D000006B
hexarray[616] = D00000A4
hexarray[617] = D00000AF
hexarray[618] = D000F31D
hexarray[619] = D000FDA2
hexarray[620] = D0310000
hexarray[621] = D03F0000
hexarray[622] = D06E2F00
hexarray[623] = D07E0000
hexarray[624] = D08721B6
hexarray[625] = D097F100
hexarray[626] = D0C20000
hexarray[627] = D0C70000
hexarray[628] = D0E6BA00
hexarray[629] = D1000000
hexarray[630] = D1000000
hexarray[631] = D1000000
hexarray[632] = D1000000
hexarray[633] = D1000000
hexarray[634] = D1000000
hexarray[635] = D1000000
hexarray[636] = D1000000
hexarray[637] = D1000000
hexarray[638] = D1000000
hexarray[639] = D1000000
hexarray[640] = D100001F
hexarray[641] = D1000066
hexarray[642] = D10000D1
hexarray[643] = D10000E3
hexarray[644] = D100519A
hexarray[645] = D1007BE5
hexarray[646] = D100AC95
hexarray[647] = D100D394
hexarray[648] = D100D5A9
hexarray[649] = D100DFA6
hexarray[650] = D1340000
hexarray[651] = D1B96500
hexarray[652] = D1C70000
hexarray[653] = D1CF0000
hexarray[654] = D2000000
hexarray[655] = D2000000
hexarray[656] = D2000000
hexarray[657] = D2000000
hexarray[658] = D2000000
hexarray[659] = D2000000
hexarray[660] = D2000000
hexarray[661] = D2000000
hexarray[662] = D2000000
hexarray[663] = D2000000
hexarray[664] = D2000000
hexarray[665] = D2000000
hexarray[666] = D2000000
hexarray[667] = D2000000
hexarray[668] = D2000000
hexarray[669] = D2000000
hexarray[670] = D2000057
hexarray[671] = D2000062
hexarray[672] = D2007AEC
hexarray[673] = D200BAA8
hexarray[674] = D200E81D
hexarray[675] = D200ED5A
hexarray[676] = D200FD5C
hexarray[677] = D234C7E6
hexarray[678] = D26EBA00
hexarray[679] = D2740000
hexarray[680] = D2790000
hexarray[681] = D27B0000
hexarray[682] = D27F0000
hexarray[683] = D2C100E0
hexarray[684] = D2C56D00
hexarray[685] = D2CF0000
hexarray[686] = D2F20000
hexarray[687] = D2FB2AAB
hexarray[688] = D3000000
hexarray[689] = D3000000
hexarray[690] = D3000000
hexarray[691] = D3000000
hexarray[692] = D3000000
hexarray[693] = D3000000
hexarray[694] = D3000000
hexarray[695] = D3000000
hexarray[696] = D3000000
hexarray[697] = D3000000
hexarray[698] = D3000000
hexarray[699] = D3000000
hexarray[700] = D3000000
hexarray[701] = D3000000
hexarray[702] = D3000000
hexarray[703] = D3000000
hexarray[704] = D3000095
hexarray[705] = D30000FC
hexarray[706] = D3004A9E
hexarray[707] = D3136600
hexarray[708] = D32A2B00
hexarray[709] = D337E100
hexarray[710] = D3C40059
hexarray[711] = D3C60000
hexarray[712] = D3C90000
hexarray[713] = D3E86800
hexarray[714] = D4000000
hexarray[715] = D4000000
hexarray[716] = D4000000
hexarray[717] = D4000000
hexarray[718] = D4000000
hexarray[719] = D4000000
hexarray[720] = D4000000
hexarray[721] = D4000000
hexarray[722] = D4000000
hexarray[723] = D4000000
hexarray[724] = D400004C
hexarray[725] = D40000CD
hexarray[726] = D4002E9C
hexarray[727] = D43300DD
hexarray[728] = D43F0000
hexarray[729] = D4770000
hexarray[730] = D4790000
hexarray[731] = D47B0000
hexarray[732] = D4DA2600
hexarray[733] = D5000000
hexarray[734] = D5000000
hexarray[735] = D5000000
hexarray[736] = D5000000
hexarray[737] = D5000000
hexarray[738] = D5000000
hexarray[739] = D5000000
hexarray[740] = D5000000
hexarray[741] = D5000000
hexarray[742] = D5000000
hexarray[743] = D5000000
hexarray[744] = D5000000
hexarray[745] = D5000000
hexarray[746] = D5000000
hexarray[747] = D5000000
hexarray[748] = D5000013
hexarray[749] = D5000023
hexarray[750] = D500004D
hexarray[751] = D5000067
hexarray[752] = D5002B5C
hexarray[753] = D5390000
hexarray[754] = D5392E00
hexarray[755] = D5722700
hexarray[756] = D5723FA9
hexarray[757] = D5730000
hexarray[758] = D57F0000
hexarray[759] = D5822700
hexarray[760] = D59C2700
hexarray[761] = D5C00000
hexarray[762] = D5C60000
hexarray[763] = D5FD6B00
hexarray[764] = D6000000
hexarray[765] = D6000000
hexarray[766] = D6000000
hexarray[767] = D6000000
hexarray[768] = D6000000
hexarray[769] = D6000000
hexarray[770] = D6000000
hexarray[771] = D6000000
hexarray[772] = D6000000
hexarray[773] = D6000000
hexarray[774] = D6000000
hexarray[775] = D600001E
hexarray[776] = D6000061
hexarray[777] = D600006C
hexarray[778] = D6000076
hexarray[779] = D60000FC
hexarray[780] = D6110000
hexarray[781] = D6721159
hexarray[782] = D67C0000
hexarray[783] = D6886E00
hexarray[784] = D6B9F900
hexarray[785] = D7000000
hexarray[786] = D7000000
hexarray[787] = D7000000
hexarray[788] = D7000000
hexarray[789] = D7000000
hexarray[790] = D7000000
hexarray[791] = D7000000
hexarray[792] = D700003E
hexarray[793] = D7000056
hexarray[794] = D7000060
hexarray[795] = D7004A00
hexarray[796] = D7390000
hexarray[797] = D7C90000
hexarray[798] = D8000000
hexarray[799] = D8000000
hexarray[800] = D8000000
hexarray[801] = D8000000
hexarray[802] = D8000000
hexarray[803] = D8000000
hexarray[804] = D8000000
hexarray[805] = D8000000
hexarray[806] = D8000005
hexarray[807] = D80000AD
hexarray[808] = D80000DC
hexarray[809] = D8008200
hexarray[810] = D8026E00
hexarray[811] = D83401A6
hexarray[812] = D83F0000
hexarray[813] = D87700CD
hexarray[814] = D9000000
hexarray[815] = D9000000
hexarray[816] = D9000000
hexarray[817] = D9000000
hexarray[818] = D9000000
hexarray[819] = D9000000
hexarray[820] = D9000000
hexarray[821] = D9000000
hexarray[822] = D9000000
hexarray[823] = D9000000
hexarray[824] = D9000000
hexarray[825] = D9000000
hexarray[826] = D9000000
hexarray[827] = D9000000
hexarray[828] = D9000000
hexarray[829] = D9000000
hexarray[830] = D9000000
hexarray[831] = D9000000
hexarray[832] = D9000000
hexarray[833] = D9000000
hexarray[834] = D9000090
hexarray[835] = D90000C3
hexarray[836] = D90000F3
hexarray[837] = D935679B
hexarray[838] = D9BF2C00
hexarray[839] = D9CB0000
hexarray[840] = D9CE0000
hexarray[841] = D9DD0000
hexarray[842] = DA000000
hexarray[843] = DA000000
hexarray[844] = DA000000
hexarray[845] = DA000000
hexarray[846] = DA000000
hexarray[847] = DA000000
hexarray[848] = DA000000
hexarray[849] = DA000000
hexarray[850] = DA000000
hexarray[851] = DA000000
hexarray[852] = DA000000
hexarray[853] = DA000000
hexarray[854] = DA000000
hexarray[855] = DA000004
hexarray[856] = DA0000E5
hexarray[857] = DA0004AB
hexarray[858] = DA000BAC
hexarray[859] = DA01FB00
hexarray[860] = DA3F0000
hexarray[861] = DA792AEF
hexarray[862] = DA7A0000
hexarray[863] = DA7C0000
hexarray[864] = DB000000
hexarray[865] = DB000000
hexarray[866] = DB000000
hexarray[867] = DB000000
hexarray[868] = DB000000
hexarray[869] = DB000000
hexarray[870] = DB000000
hexarray[871] = DB000000
hexarray[872] = DB000000
hexarray[873] = DB000000
hexarray[874] = DB000000
hexarray[875] = DB000000
hexarray[876] = DB000007
hexarray[877] = DB00000C
hexarray[878] = DB000064
hexarray[879] = DB0000EA
hexarray[880] = DB0000F3
hexarray[881] = DB300000
hexarray[882] = DB32F300
hexarray[883] = DB336A00
hexarray[884] = DB380000
hexarray[885] = DB730000
hexarray[886] = DB7D0000
hexarray[887] = DBC3B900
hexarray[888] = DBC81659
hexarray[889] = DBCE0000
hexarray[890] = DC000000
hexarray[891] = DC000000
hexarray[892] = DC000000
hexarray[893] = DC000000
hexarray[894] = DC000000
hexarray[895] = DC000000
hexarray[896] = DC000000
hexarray[897] = DC000000
hexarray[898] = DC000000
hexarray[899] = DC000000
hexarray[900] = DC00008D
hexarray[901] = DC0000C1
hexarray[902] = DC00055F
hexarray[903] = DC00751E
hexarray[904] = DC3E0000
hexarray[905] = DCC80000
hexarray[906] = DCCE0000
hexarray[907] = DD000000
hexarray[908] = DD000000
hexarray[909] = DD000000
hexarray[910] = DD000000
hexarray[911] = DD000000
hexarray[912] = DD000000
hexarray[913] = DD000000
hexarray[914] = DD000000
hexarray[915] = DD000000
hexarray[916] = DD000000
hexarray[917] = DD000000
hexarray[918] = DD000000
hexarray[919] = DD000000
hexarray[920] = DD00009C
hexarray[921] = DD0000F7
hexarray[922] = DD360000
hexarray[923] = DD710000
hexarray[924] = DD7F0000
hexarray[925] = DE000000
hexarray[926] = DE000000
hexarray[927] = DE000000
hexarray[928] = DE000000
hexarray[929] = DE000000
hexarray[930] = DE000000
hexarray[931] = DE00001D
hexarray[932] = DE00008F
hexarray[933] = DE0000E1
hexarray[934] = DE330000
hexarray[935] = DE370000
hexarray[936] = DE720000
hexarray[937] = DE75BA00
hexarray[938] = DE7D0000
hexarray[939] = DF000000
hexarray[940] = DF000000
hexarray[941] = DF000000
hexarray[942] = DF000000
hexarray[943] = DF000000
hexarray[944] = DF000000
hexarray[945] = DF000000
hexarray[946] = DF000000
hexarray[947] = DF000000
hexarray[948] = DF000000
hexarray[949] = DF000000
hexarray[950] = DF000000
hexarray[951] = DF000090
hexarray[952] = DF0000D9
hexarray[953] = DF0000DA
hexarray[954] = DF350000
hexarray[955] = DF720000
hexarray[956] = DF7D0000
hexarray[957] = DFC50000
hexarray[958] = E0330000
hexarray[959] = E0370000
hexarray[960] = E03A0000
hexarray[961] = E0786E00
hexarray[962] = E1322500
hexarray[963] = E13B0000
hexarray[964] = E13E0000
hexarray[965] = E173105D
hexarray[966] = E1C333E8
hexarray[967] = E1C90000
hexarray[968] = E20000B0
hexarray[969] = E20000D9
hexarray[970] = E23500A4
hexarray[971] = E3000000
hexarray[972] = E372F500
hexarray[973] = E3750000
hexarray[974] = E37E0000
hexarray[975] = E40000EA
hexarray[976] = E4C30000
hexarray[977] = E4C60000
hexarray[978] = E4CC0000
hexarray[979] = E536BC00
hexarray[980] = E5C30000
hexarray[981] = E5C50000
hexarray[982] = E60000CA
hexarray[983] = E6320000
hexarray[984] = E6370000
hexarray[985] = E6C50000
hexarray[986] = E6C90000
hexarray[987] = E734B2EB
hexarray[988] = E7730000
hexarray[989] = E8300000
hexarray[990] = E8C1003C
hexarray[991] = E9720000
hexarray[992] = E9C6C419
hexarray[993] = EA00000D
hexarray[994] = EA00006C
hexarray[995] = EA730000
hexarray[996] = EA780000
hexarray[997] = EB330000
hexarray[998] = EB37004E
hexarray[999] = EB390000
hexarray[1000] = EBC20000
hexarray[1001] = EC00008D
hexarray[1002] = EC0000C7
hexarray[1003] = EC320009
hexarray[1004] = EC7AFF00
hexarray[1005] = ECC50000
hexarray[1006] = ECCE0000
hexarray[1007] = ED3A0000
hexarray[1008] = ED710000
hexarray[1009] = ED75007B
hexarray[1010] = EE0000CC
hexarray[1011] = EE300000
hexarray[1012] = EE30009E
hexarray[1013] = EE39B900
